; Units;Ag Compound;Ag Compound Error;Ag Compound Level;Ag Concentration;Ag Error 1s;As Compound;As Compound Error;As Compound Level;As Concentration;As Error 1s;Ba Compound;Ba Compound Error;Ba Compound Level;Ba Concentration;Ba Error 1s;Bi Compound;Bi Compound Error;Bi Compound Level;Bi Concentration;Bi Error 1s;Ca Compound;Ca Compound Error;Ca Compound Level;Ca Concentration;Ca Error 1s;Cd Compound;Cd Compound Error;Cd Compound Level;Cd Concentration;Cd Error 1s;Ce Compound;Ce Compound Error;Ce Compound Level;Ce Concentration;Ce Error 1s;Co Compound;Co Compound Error;Co Compound Level;Co Concentration;Co Error 1s;Collimation Status;Cr Compound;Cr Compound Error;Cr Compound Level;Cr Concentration;Cr Error 1s;Cu Compound;Cu Compound Error;Cu Compound Level;Cu Concentration;Cu Error 1s;Date;Fe Compound;Fe Compound Error;Fe Compound Level;Fe Concentration;Fe Error 1s;Hg Compound;Hg Compound Error;Hg Compound Level;Hg Concentration;Hg Error 1s;Instrument Serial Num;K Compound;K Compound Error;K Compound Level;K Concentration;K Error 1s;La Compound;La Compound Error;La Compound Level;La Concentration;La Error 1s;Latitude;Longitude;Method Name;Mn Compound;Mn Compound Error;Mn Compound Level;Mn Concentration;Mn Error 1s;Mo Compound;Mo Compound Error;Mo Compound Level;Mo Concentration;Mo Error 1s;Nb Compound;Nb Compound Error;Nb Compound Level;Nb Concentration;Nb Error 1s;Nd Compound;Nd Compound Error;Nd Compound Level;Nd Concentration;Nd Error 1s;Ni Compound;Ni Compound Error;Ni Compound Level;Ni Concentration;Ni Error 1s;P Compound;P Compound Error;P Compound Level;P Concentration;P Error 1s;Pb Compound;Pb Compound Error;Pb Compound Level;Pb Concentration;Pb Error 1s;Pr Compound;Pr Compound Error;Pr Compound Level;Pr Concentration;Pr Error 1s;Rb Compound;Rb Compound Error;Rb Compound Level;Rb Concentration;Rb Error 1s;Reading #;S Compound;S Compound Error;S Compound Level;S Concentration;S Error 1s;Sb Compound;Sb Compound Error;Sb Compound Level;Sb Concentration;Sb Error 1s;Se Compound;Se Compound Error;Se Compound Level;Se Concentration;Se Error 1s;Sn Compound;Sn Compound Error;Sn Compound Level;Sn Concentration;Sn Error 1s;Sr Compound;Sr Compound Error;Sr Compound Level;Sr Concentration;Sr Error 1s;Ta Compound;Ta Compound Error;Ta Compound Level;Ta Concentration;Ta Error 1s;Test Label;Th Compound;Th Compound Error;Th Compound Level;Th Concentration;Th Error 1s;Ti Compound;Ti Compound Error;Ti Compound Level;Ti Concentration;Ti Error 1s;Time;U Compound;U Compound Error;U Compound Level;U Concentration;U Error 1s;Unnamed: 0;Unnamed: 11;Unnamed: 12;Unnamed: 177;Unnamed: 197;User Factor Name;V Compound;V Compound Error;V Compound Level;V Concentration;V Error 1s;W Compound;W Compound Error;W Compound Level;W Concentration;W Error 1s;Y Compound;Y Compound Error;Y Compound Level;Y Concentration;Y Error 1s;Zn Compound;Zn Compound Error;Zn Compound Level;Zn Concentration;Zn Error 1s;Zr Compound;Zr Compound Error;Zr Compound Level;Zr Concentration;Zr Error 1s;info
6;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;273.0;8.0;;;;14.0;1.0;;;;4174.0;20.0;;;;0.0;1.0;;;;63.0;31.0;;;;68.0;7.0;No;;;;63.0;1.0;;;;18.0;1.0;16/05/2019;;;;15903.0;42.0;;;;1.0;1.0;801305;;;;16500.0;56.0;;;;8.0;16.0;;;Soil;;;;453.0;2.0;;;;1.0;2.0;;;;13.0;1.0;;;;-343.0;103.0;;;;24.0;2.0;;;;2062.0;227.0;;;;24.0;1.0;;;;-199.0;43.0;;;;74.0;1.0;8;;;;308.0;30.0;;;;6.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;85.0;2.0;;;;9.0;5.0;8;;;;5.0;2.0;;;;3498.0;12.0;10:51:40;;;;5.0;1.0;0;;;;;;;;;51.0;1.0;;;;6.0;1.0;;;;29.0;1.0;;;;61.0;1.0;;;;602.0;6.0;JZ_16
7;ppm;;;;2.0;1.0;;;;7.0;1.0;;;;275.0;8.0;;;;17.0;1.0;;;;3199.0;17.0;;;;2.0;1.0;;;;82.0;30.0;;;;48.0;6.0;No;;;;73.0;1.0;;;;13.0;1.0;16/05/2019;;;;12651.0;34.0;;;;1.0;1.0;801305;;;;14060.0;49.0;;;;6.0;16.0;;;Soil;;;;277.0;2.0;;;;1.0;2.0;;;;12.0;1.0;;;;-214.0;100.0;;;;19.0;2.0;;;;1617.0;202.0;;;;22.0;1.0;;;;-146.0;41.0;;;;62.0;0.0;9;;;;291.0;27.0;;;;1.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;77.0;2.0;;;;24.0;5.0;9;;;;8.0;2.0;;;;3017.0;10.0;10:55:54;;;;2.0;1.0;0;;;;;;;;;45.0;1.0;;;;3.0;1.0;;;;24.0;1.0;;;;56.0;1.0;;;;580.0;5.0;JZ_17
8;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;263.0;8.0;;;;13.0;1.0;;;;3639.0;18.0;;;;-1.0;1.0;;;;56.0;31.0;;;;48.0;6.0;No;;;;70.0;1.0;;;;18.0;1.0;16/05/2019;;;;12654.0;35.0;;;;2.0;1.0;801305;;;;14922.0;52.0;;;;0.0;16.0;;;Soil;;;;396.0;2.0;;;;0.0;2.0;;;;12.0;1.0;;;;-224.0;102.0;;;;19.0;2.0;;;;1562.0;211.0;;;;23.0;1.0;;;;-249.0;42.0;;;;68.0;1.0;10;;;;283.0;28.0;;;;2.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;77.0;2.0;;;;17.0;5.0;10;;;;5.0;2.0;;;;3146.0;11.0;11:02:14;;;;5.0;1.0;0;;;;;;;;;47.0;1.0;;;;3.0;1.0;;;;25.0;1.0;;;;52.0;1.0;;;;552.0;5.0;JZ_19
9;ppm;;;;-1.0;1.0;;;;6.0;1.0;;;;255.0;8.0;;;;14.0;1.0;;;;3455.0;17.0;;;;-1.0;1.0;;;;109.0;31.0;;;;47.0;6.0;No;;;;51.0;1.0;;;;16.0;1.0;16/05/2019;;;;11979.0;33.0;;;;1.0;1.0;801305;;;;14786.0;51.0;;;;7.0;16.0;;;Soil;;;;275.0;2.0;;;;1.0;2.0;;;;12.0;1.0;;;;-217.0;101.0;;;;19.0;2.0;;;;2623.0;216.0;;;;22.0;1.0;;;;-207.0;42.0;;;;61.0;0.0;11;;;;286.0;27.0;;;;2.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;75.0;2.0;;;;16.0;5.0;11;;;;7.0;2.0;;;;2987.0;10.0;11:06:35;;;;4.0;1.0;0;;;;;;;;;44.0;1.0;;;;2.0;1.0;;;;22.0;1.0;;;;50.0;1.0;;;;570.0;5.0;JZ_20
10;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;280.0;8.0;;;;17.0;1.0;;;;4422.0;20.0;;;;-1.0;1.0;;;;128.0;31.0;;;;76.0;7.0;No;;;;58.0;1.0;;;;19.0;1.0;16/05/2019;;;;17771.0;45.0;;;;1.0;1.0;801305;;;;15424.0;53.0;;;;8.0;16.0;;;Soil;;;;370.0;2.0;;;;-3.0;2.0;;;;14.0;1.0;;;;-149.0;102.0;;;;27.0;2.0;;;;2409.0;235.0;;;;23.0;1.0;;;;-144.0;42.0;;;;73.0;1.0;12;;;;362.0;31.0;;;;4.0;2.0;;;;0.0;0.0;;;;5.0;2.0;;;;84.0;2.0;;;;15.0;5.0;12;;;;8.0;2.0;;;;3325.0;11.0;11:11:40;;;;4.0;1.0;0;;;;;;;;;49.0;1.0;;;;2.0;1.0;;;;27.0;1.0;;;;58.0;1.0;;;;580.0;5.0;JZ_21
11;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;248.0;8.0;;;;9.0;2.0;;;;4519.0;21.0;;;;2.0;1.0;;;;79.0;32.0;;;;46.0;6.0;No;;;;54.0;1.0;;;;18.0;1.0;16/05/2019;;;;13384.0;38.0;;;;1.0;1.0;801305;;;;14350.0;52.0;;;;3.0;17.0;;;Soil;;;;351.0;2.0;;;;0.0;2.0;;;;11.0;1.0;;;;21.0;106.0;;;;17.0;2.0;;;;1859.0;224.0;;;;26.0;1.0;;;;-157.0;44.0;;;;66.0;1.0;13;;;;274.0;29.0;;;;-1.0;3.0;;;;0.0;0.0;;;;1.0;2.0;;;;78.0;2.0;;;;7.0;5.0;13;;;;8.0;2.0;;;;3068.0;11.0;11:15:50;;;;5.0;2.0;0;;;;;;;;;45.0;1.0;;;;3.0;1.0;;;;24.0;1.0;;;;56.0;1.0;;;;513.0;5.0;JZ_22
12;ppm;;;;2.0;1.0;;;;6.0;1.0;;;;281.0;8.0;;;;14.0;1.0;;;;4037.0;19.0;;;;1.0;1.0;;;;88.0;31.0;;;;80.0;6.0;No;;;;69.0;1.0;;;;15.0;1.0;16/05/2019;;;;13640.0;37.0;;;;1.0;1.0;801305;;;;14728.0;51.0;;;;3.0;16.0;;;Soil;;;;314.0;2.0;;;;-1.0;1.0;;;;12.0;1.0;;;;-121.0;101.0;;;;19.0;2.0;;;;2628.0;222.0;;;;25.0;1.0;;;;-223.0;42.0;;;;65.0;0.0;14;;;;300.0;28.0;;;;-4.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;75.0;2.0;;;;11.0;5.0;14;;;;8.0;2.0;;;;2999.0;10.0;11:19:44;;;;3.0;1.0;0;;;;;;;;;42.0;1.0;;;;4.0;1.0;;;;23.0;1.0;;;;58.0;1.0;;;;525.0;5.0;JZ_23
13;ppm;;;;-1.0;1.0;;;;9.0;1.0;;;;284.0;8.0;;;;19.0;1.0;;;;4401.0;20.0;;;;0.0;1.0;;;;98.0;30.0;;;;76.0;7.0;No;;;;63.0;1.0;;;;17.0;1.0;16/05/2019;;;;17364.0;44.0;;;;1.0;1.0;801305;;;;15713.0;54.0;;;;35.0;16.0;;;Soil;;;;357.0;2.0;;;;0.0;2.0;;;;13.0;1.0;;;;-237.0;101.0;;;;28.0;2.0;;;;1761.0;225.0;;;;25.0;1.0;;;;-209.0;42.0;;;;73.0;1.0;15;;;;316.0;30.0;;;;-3.0;2.0;;;;0.0;0.0;;;;1.0;2.0;;;;79.0;2.0;;;;13.0;5.0;15;;;;9.0;2.0;;;;3299.0;11.0;11:23:37;;;;5.0;1.0;0;;;;;;;;;53.0;1.0;;;;4.0;1.0;;;;30.0;1.0;;;;56.0;1.0;;;;556.0;5.0;JZ_24
9;ppm;;;;1.0;1.0;;;;10.0;1.0;;;;272.0;8.0;;;;15.0;1.0;;;;5452.0;23.0;;;;0.0;1.0;;;;112.0;32.0;;;;68.0;7.0;No;;;;69.0;1.0;;;;18.0;1.0;20/05/2019;;;;17687.0;46.0;;;;1.0;1.0;801305;;;;16740.0;57.0;;;;17.0;16.0;;;Soil;;;;479.0;2.0;;;;1.0;2.0;;;;15.0;1.0;;;;-387.0;104.0;;;;24.0;2.0;;;;2491.0;247.0;;;;26.0;1.0;;;;-264.0;43.0;;;;74.0;1.0;11;;;;288.0;31.0;;;;2.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;90.0;2.0;;;;24.0;5.0;11;;;;10.0;2.0;;;;3401.0;12.0;11:49:14;;;;4.0;1.0;0;;;;;;;;;54.0;1.0;;;;5.0;1.0;;;;30.0;1.0;;;;72.0;1.0;;;;588.0;6.0;MA_1
10;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;289.0;8.0;;;;16.0;1.0;;;;6060.0;25.0;;;;1.0;1.0;;;;135.0;30.0;;;;68.0;8.0;No;;;;85.0;1.0;;;;15.0;1.0;20/05/2019;;;;21515.0;52.0;;;;2.0;1.0;801305;;;;18463.0;61.0;;;;35.0;16.0;;;Soil;;;;542.0;3.0;;;;-1.0;2.0;;;;14.0;1.0;;;;-33.0;101.0;;;;36.0;2.0;;;;2700.0;258.0;;;;25.0;1.0;;;;-184.0;42.0;;;;80.0;1.0;12;;;;377.0;33.0;;;;2.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;90.0;2.0;;;;29.0;5.0;12;;;;9.0;2.0;;;;3798.0;13.0;11:54:45;;;;4.0;1.0;0;;;;;;;;;61.0;1.0;;;;3.0;1.0;;;;30.0;1.0;;;;67.0;1.0;;;;568.0;5.0;MA_2
11;ppm;;;;2.0;1.0;;;;9.0;1.0;;;;265.0;8.0;;;;17.0;1.0;;;;3986.0;19.0;;;;-1.0;1.0;;;;119.0;31.0;;;;86.0;8.0;No;;;;70.0;1.0;;;;21.0;1.0;20/05/2019;;;;19543.0;49.0;;;;1.0;1.0;801305;;;;16428.0;56.0;;;;16.0;16.0;;;Soil;;;;499.0;2.0;;;;3.0;2.0;;;;14.0;1.0;;;;-382.0;102.0;;;;28.0;2.0;;;;1614.0;228.0;;;;33.0;1.0;;;;-273.0;42.0;;;;71.0;1.0;13;;;;321.0;31.0;;;;5.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;83.0;2.0;;;;14.0;5.0;13;;;;8.0;2.0;;;;3609.0;12.0;12:01:44;;;;3.0;1.0;0;;;;;;;;;56.0;1.0;;;;3.0;1.0;;;;29.0;1.0;;;;66.0;1.0;;;;576.0;5.0;MA_3
12;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;280.0;8.0;;;;16.0;1.0;;;;5075.0;22.0;;;;-2.0;1.0;;;;104.0;31.0;;;;68.0;7.0;No;;;;66.0;1.0;;;;18.0;1.0;20/05/2019;;;;18475.0;47.0;;;;1.0;1.0;801305;;;;17338.0;59.0;;;;11.0;16.0;;;Soil;;;;560.0;3.0;;;;-2.0;2.0;;;;13.0;1.0;;;;-236.0;103.0;;;;33.0;2.0;;;;2632.0;248.0;;;;25.0;1.0;;;;-215.0;42.0;;;;76.0;1.0;14;;;;275.0;31.0;;;;-1.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;88.0;2.0;;;;20.0;5.0;14;;;;12.0;2.0;;;;3587.0;12.0;12:06:26;;;;6.0;1.0;0;;;;;;;;;54.0;1.0;;;;6.0;1.0;;;;31.0;1.0;;;;66.0;1.0;;;;576.0;5.0;MA_4
14;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;285.0;8.0;;;;22.0;1.0;;;;4667.0;21.0;;;;-1.0;1.0;;;;109.0;30.0;;;;53.0;7.0;No;;;;63.0;1.0;;;;18.0;1.0;20/05/2019;;;;15963.0;41.0;;;;1.0;1.0;801305;;;;16819.0;56.0;;;;40.0;16.0;;;Soil;;;;487.0;2.0;;;;0.0;2.0;;;;15.0;1.0;;;;-204.0;99.0;;;;33.0;2.0;;;;2315.0;229.0;;;;24.0;1.0;;;;-225.0;41.0;;;;74.0;1.0;16;;;;307.0;29.0;;;;0.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;90.0;2.0;;;;18.0;5.0;16;;;;10.0;2.0;;;;3453.0;11.0;12:20:35;;;;3.0;1.0;0;;;;;;;;;51.0;1.0;;;;3.0;1.0;;;;28.0;1.0;;;;62.0;1.0;;;;594.0;5.0;MA_6
15;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;293.0;8.0;;;;17.0;1.0;;;;4798.0;21.0;;;;0.0;1.0;;;;48.0;31.0;;;;60.0;6.0;No;;;;56.0;1.0;;;;16.0;1.0;20/05/2019;;;;14670.0;39.0;;;;2.0;1.0;801305;;;;16351.0;55.0;;;;33.0;16.0;;;Soil;;;;533.0;2.0;;;;0.0;2.0;;;;16.0;1.0;;;;-229.0;102.0;;;;29.0;2.0;;;;2334.0;228.0;;;;25.0;1.0;;;;-261.0;42.0;;;;73.0;1.0;17;;;;252.0;28.0;;;;1.0;2.0;;;;0.0;0.0;;;;7.0;2.0;;;;95.0;2.0;;;;19.0;5.0;17;;;;9.0;2.0;;;;3479.0;12.0;12:26:00;;;;3.0;1.0;0;;;;;;;;;52.0;1.0;;;;4.0;1.0;;;;29.0;1.0;;;;62.0;1.0;;;;643.0;6.0;MA_7
16;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;290.0;8.0;;;;18.0;1.0;;;;4456.0;20.0;;;;-2.0;1.0;;;;126.0;31.0;;;;58.0;7.0;No;;;;76.0;1.0;;;;18.0;1.0;20/05/2019;;;;15914.0;41.0;;;;1.0;1.0;801305;;;;17027.0;56.0;;;;22.0;16.0;;;Soil;;;;500.0;2.0;;;;2.0;2.0;;;;15.0;1.0;;;;-339.0;101.0;;;;27.0;2.0;;;;2528.0;232.0;;;;23.0;1.0;;;;-254.0;42.0;;;;74.0;1.0;18;;;;276.0;29.0;;;;1.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;95.0;2.0;;;;18.0;5.0;18;;;;7.0;2.0;;;;3554.0;12.0;12:35:08;;;;3.0;1.0;0;;;;;;;;;53.0;1.0;;;;4.0;1.0;;;;30.0;1.0;;;;64.0;1.0;;;;588.0;5.0;MA_8
17;ppm;;;;2.0;1.0;;;;6.0;1.0;;;;277.0;8.0;;;;18.0;1.0;;;;4063.0;19.0;;;;0.0;1.0;;;;104.0;31.0;;;;50.0;6.0;No;;;;64.0;1.0;;;;14.0;1.0;20/05/2019;;;;13608.0;37.0;;;;2.0;1.0;801305;;;;15553.0;53.0;;;;17.0;16.0;;;Soil;;;;490.0;2.0;;;;2.0;2.0;;;;13.0;1.0;;;;-259.0;101.0;;;;23.0;2.0;;;;1919.0;217.0;;;;22.0;1.0;;;;-198.0;42.0;;;;68.0;0.0;19;;;;249.0;28.0;;;;-2.0;2.0;;;;0.0;0.0;;;;0.0;2.0;;;;86.0;2.0;;;;14.0;5.0;19;;;;9.0;2.0;;;;3387.0;11.0;12:42:46;;;;6.0;1.0;0;;;;;;;;;48.0;1.0;;;;1.0;1.0;;;;28.0;1.0;;;;52.0;1.0;;;;602.0;5.0;MA_9
18;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;272.0;8.0;;;;12.0;2.0;;;;5177.0;22.0;;;;0.0;1.0;;;;163.0;31.0;;;;49.0;7.0;No;;;;68.0;1.0;;;;19.0;1.0;20/05/2019;;;;15410.0;42.0;;;;2.0;1.0;801305;;;;15939.0;55.0;;;;9.0;16.0;;;Soil;;;;510.0;2.0;;;;-2.0;2.0;;;;13.0;1.0;;;;-205.0;104.0;;;;25.0;2.0;;;;2034.0;232.0;;;;27.0;1.0;;;;-226.0;43.0;;;;73.0;1.0;20;;;;186.0;28.0;;;;6.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;89.0;2.0;;;;26.0;5.0;20;;;;7.0;2.0;;;;3598.0;12.0;12:50:11;;;;4.0;1.0;0;;;;;;;;;51.0;1.0;;;;3.0;1.0;;;;31.0;1.0;;;;65.0;1.0;;;;596.0;6.0;MA_10
19;ppm;;;;2.0;1.0;;;;8.0;1.0;;;;292.0;8.0;;;;13.0;1.0;;;;5557.0;23.0;;;;1.0;1.0;;;;142.0;31.0;;;;59.0;7.0;No;;;;61.0;1.0;;;;20.0;1.0;20/05/2019;;;;16399.0;43.0;;;;1.0;1.0;801305;;;;16857.0;57.0;;;;19.0;16.0;;;Soil;;;;480.0;2.0;;;;-1.0;2.0;;;;14.0;1.0;;;;-447.0;105.0;;;;25.0;2.0;;;;2442.0;241.0;;;;25.0;1.0;;;;-231.0;43.0;;;;74.0;1.0;21;;;;223.0;29.0;;;;6.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;88.0;2.0;;;;26.0;5.0;21;;;;8.0;2.0;;;;3493.0;12.0;12:58:06;;;;2.0;1.0;0;;;;;;;;;52.0;1.0;;;;3.0;1.0;;;;28.0;1.0;;;;69.0;1.0;;;;600.0;6.0;MA_11
20;ppm;;;;1.0;1.0;;;;10.0;1.0;;;;304.0;8.0;;;;19.0;1.0;;;;6592.0;26.0;;;;-1.0;1.0;;;;180.0;31.0;;;;65.0;8.0;No;;;;72.0;1.0;;;;22.0;1.0;20/05/2019;;;;19850.0;50.0;;;;3.0;1.0;801305;;;;18138.0;61.0;;;;35.0;16.0;;;Soil;;;;512.0;2.0;;;;-1.0;2.0;;;;15.0;1.0;;;;-101.0;104.0;;;;32.0;2.0;;;;2804.0;261.0;;;;22.0;1.0;;;;-166.0;43.0;;;;78.0;1.0;22;;;;280.0;32.0;;;;6.0;2.0;;;;0.0;0.0;;;;7.0;2.0;;;;84.0;2.0;;;;17.0;5.0;22;;;;12.0;2.0;;;;3753.0;13.0;13:07:05;;;;3.0;1.0;0;;;;;;;;;56.0;1.0;;;;3.0;1.0;;;;30.0;1.0;;;;79.0;1.0;;;;570.0;5.0;MA_12
21;ppm;;;;1.0;1.0;;;;10.0;1.0;;;;278.0;8.0;;;;13.0;2.0;;;;9675.0;34.0;;;;-1.0;1.0;;;;88.0;32.0;;;;54.0;8.0;No;;;;71.0;1.0;;;;21.0;1.0;20/05/2019;;;;21296.0;54.0;;;;1.0;1.0;801305;;;;17775.0;61.0;;;;36.0;17.0;;;Soil;;;;464.0;2.0;;;;-3.0;2.0;;;;15.0;1.0;;;;-157.0;105.0;;;;28.0;2.0;;;;2095.0;276.0;;;;23.0;1.0;;;;-152.0;43.0;;;;79.0;1.0;23;;;;378.0;34.0;;;;4.0;2.0;;;;0.0;0.0;;;;5.0;2.0;;;;87.0;2.0;;;;19.0;5.0;23;;;;6.0;2.0;;;;3604.0;12.0;13:14:23;;;;2.0;1.0;0;;;;;;;;;59.0;1.0;;;;6.0;1.0;;;;29.0;1.0;;;;69.0;1.0;;;;546.0;5.0;MA_13
22;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;297.0;8.0;;;;20.0;1.0;;;;4774.0;21.0;;;;0.0;1.0;;;;187.0;31.0;;;;54.0;7.0;No;;;;67.0;1.0;;;;18.0;1.0;20/05/2019;;;;18164.0;46.0;;;;2.0;1.0;801305;;;;17768.0;58.0;;;;40.0;16.0;;;Soil;;;;512.0;2.0;;;;1.0;2.0;;;;14.0;1.0;;;;-351.0;102.0;;;;31.0;2.0;;;;2375.0;237.0;;;;24.0;1.0;;;;-253.0;42.0;;;;76.0;1.0;24;;;;359.0;31.0;;;;-1.0;2.0;;;;0.0;0.0;;;;9.0;2.0;;;;90.0;2.0;;;;24.0;5.0;24;;;;9.0;2.0;;;;3672.0;12.0;13:20:54;;;;4.0;1.0;0;;;;;;;;;55.0;1.0;;;;2.0;1.0;;;;31.0;1.0;;;;63.0;1.0;;;;577.0;5.0;MA_14
23;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;276.0;8.0;;;;14.0;1.0;;;;4515.0;21.0;;;;1.0;1.0;;;;140.0;31.0;;;;63.0;7.0;No;;;;58.0;1.0;;;;18.0;1.0;20/05/2019;;;;15763.0;42.0;;;;1.0;1.0;801305;;;;16178.0;55.0;;;;49.0;16.0;;;Soil;;;;475.0;2.0;;;;-2.0;2.0;;;;13.0;1.0;;;;-302.0;103.0;;;;22.0;2.0;;;;2115.0;228.0;;;;28.0;1.0;;;;-167.0;43.0;;;;74.0;1.0;25;;;;319.0;30.0;;;;4.0;2.0;;;;0.0;0.0;;;;4.0;2.0;;;;89.0;2.0;;;;19.0;5.0;25;;;;9.0;2.0;;;;3285.0;11.0;13:25:10;;;;2.0;1.0;0;;;;;;;;;49.0;1.0;;;;2.0;1.0;;;;28.0;1.0;;;;65.0;1.0;;;;599.0;6.0;MA_15
24;ppm;;;;1.0;1.0;;;;10.0;1.0;;;;273.0;8.0;;;;16.0;1.0;;;;6240.0;25.0;;;;0.0;1.0;;;;118.0;30.0;;;;72.0;7.0;No;;;;74.0;1.0;;;;18.0;1.0;20/05/2019;;;;19925.0;49.0;;;;2.0;1.0;801305;;;;18634.0;61.0;;;;19.0;16.0;;;Soil;;;;504.0;2.0;;;;-1.0;2.0;;;;15.0;1.0;;;;-306.0;101.0;;;;34.0;2.0;;;;2522.0;252.0;;;;22.0;1.0;;;;-232.0;42.0;;;;78.0;1.0;26;;;;350.0;32.0;;;;6.0;2.0;;;;0.0;0.0;;;;5.0;2.0;;;;84.0;2.0;;;;15.0;5.0;26;;;;9.0;2.0;;;;3808.0;12.0;13:35:52;;;;4.0;1.0;0;;;;;;;;;58.0;1.0;;;;3.0;1.0;;;;31.0;1.0;;;;68.0;1.0;;;;584.0;5.0;MA_16
25;ppm;;;;1.0;1.0;;;;7.0;1.0;;;;282.0;8.0;;;;17.0;1.0;;;;4499.0;20.0;;;;0.0;1.0;;;;162.0;31.0;;;;50.0;7.0;No;;;;57.0;1.0;;;;16.0;1.0;20/05/2019;;;;15049.0;40.0;;;;1.0;1.0;801305;;;;15901.0;54.0;;;;40.0;16.0;;;Soil;;;;500.0;2.0;;;;1.0;2.0;;;;13.0;1.0;;;;-138.0;102.0;;;;23.0;2.0;;;;1763.0;222.0;;;;23.0;1.0;;;;-119.0;42.0;;;;72.0;1.0;27;;;;235.0;28.0;;;;4.0;2.0;;;;0.0;0.0;;;;2.0;2.0;;;;86.0;2.0;;;;22.0;5.0;27;;;;9.0;2.0;;;;3289.0;11.0;13:42:57;;;;2.0;1.0;0;;;;;;;;;52.0;1.0;;;;4.0;1.0;;;;28.0;1.0;;;;56.0;1.0;;;;580.0;5.0;MA_17
30;ppm;;;;2.0;1.0;;;;8.0;1.0;;;;262.0;8.0;;;;17.0;1.0;;;;4395.0;20.0;;;;1.0;1.0;;;;67.0;31.0;;;;62.0;7.0;No;;;;56.0;1.0;;;;18.0;1.0;20/05/2019;;;;16346.0;43.0;;;;1.0;1.0;801305;;;;17027.0;57.0;;;;32.0;16.0;;;Soil;;;;485.0;2.0;;;;-1.0;2.0;;;;14.0;1.0;;;;-270.0;103.0;;;;28.0;2.0;;;;2209.0;231.0;;;;24.0;1.0;;;;-211.0;43.0;;;;74.0;1.0;32;;;;308.0;30.0;;;;1.0;2.0;;;;0.0;0.0;;;;6.0;2.0;;;;86.0;2.0;;;;16.0;5.0;32;;;;8.0;2.0;;;;3533.0;12.0;13:52:30;;;;4.0;1.0;0;;;;;;;;;52.0;1.0;;;;3.0;1.0;;;;31.0;1.0;;;;65.0;1.0;;;;581.0;5.0;MA_18
31;ppm;;;;2.0;1.0;;;;9.0;1.0;;;;281.0;8.0;;;;20.0;1.0;;;;6000.0;24.0;;;;1.0;1.0;;;;102.0;31.0;;;;79.0;7.0;No;;;;70.0;1.0;;;;22.0;1.0;20/05/2019;;;;17962.0;46.0;;;;1.0;1.0;801305;;;;17246.0;58.0;;;;36.0;16.0;;;Soil;;;;576.0;3.0;;;;-3.0;2.0;;;;15.0;1.0;;;;-227.0;101.0;;;;28.0;2.0;;;;2650.0;248.0;;;;25.0;1.0;;;;-159.0;42.0;;;;75.0;1.0;33;;;;313.0;31.0;;;;1.0;2.0;;;;0.0;0.0;;;;3.0;2.0;;;;89.0;2.0;;;;22.0;5.0;33;;;;9.0;2.0;;;;3558.0;12.0;13:56:20;;;;7.0;2.0;0;;;;;;;;;55.0;1.0;;;;5.0;1.0;;;;34.0;1.0;;;;75.0;1.0;;;;594.0;5.0;MA_19
