; Units;Ag Compound;Ag Compound Error;Ag Compound Level;Ag Concentration;Ag Error 1s;As Compound;As Compound Error;As Compound Level;As Concentration;As Error 1s;Ba Compound;Ba Compound Error;Ba Compound Level;Ba Concentration;Ba Error 1s;Bi Compound;Bi Compound Error;Bi Compound Level;Bi Concentration;Bi Error 1s;Ca Compound;Ca Compound Error;Ca Compound Level;Ca Concentration;Ca Error 1s;Cd Compound;Cd Compound Error;Cd Compound Level;Cd Concentration;Cd Error 1s;Ce Compound;Ce Compound Error;Ce Compound Level;Ce Concentration;Ce Error 1s;Co Compound;Co Compound Error;Co Compound Level;Co Concentration;Co Error 1s;Collimation Status;Cr Compound;Cr Compound Error;Cr Compound Level;Cr Concentration;Cr Error 1s;Cu Compound;Cu Compound Error;Cu Compound Level;Cu Concentration;Cu Error 1s;Date;Fe Compound;Fe Compound Error;Fe Compound Level;Fe Concentration;Fe Error 1s;Hg Compound;Hg Compound Error;Hg Compound Level;Hg Concentration;Hg Error 1s;Instrument Serial Num;K Compound;K Compound Error;K Compound Level;K Concentration;K Error 1s;La Compound;La Compound Error;La Compound Level;La Concentration;La Error 1s;Latitude;Longitude;Method Name;Mn Compound;Mn Compound Error;Mn Compound Level;Mn Concentration;Mn Error 1s;Mo Compound;Mo Compound Error;Mo Compound Level;Mo Concentration;Mo Error 1s;Nb Compound;Nb Compound Error;Nb Compound Level;Nb Concentration;Nb Error 1s;Nd Compound;Nd Compound Error;Nd Compound Level;Nd Concentration;Nd Error 1s;Ni Compound;Ni Compound Error;Ni Compound Level;Ni Concentration;Ni Error 1s;P Compound;P Compound Error;P Compound Level;P Concentration;P Error 1s;Pb Compound;Pb Compound Error;Pb Compound Level;Pb Concentration;Pb Error 1s;Pr Compound;Pr Compound Error;Pr Compound Level;Pr Concentration;Pr Error 1s;Rb Compound;Rb Compound Error;Rb Compound Level;Rb Concentration;Rb Error 1s;Reading #;S Compound;S Compound Error;S Compound Level;S Concentration;S Error 1s;Sb Compound;Sb Compound Error;Sb Compound Level;Sb Concentration;Sb Error 1s;Se Compound;Se Compound Error;Se Compound Level;Se Concentration;Se Error 1s;Sn Compound;Sn Compound Error;Sn Compound Level;Sn Concentration;Sn Error 1s;Sr Compound;Sr Compound Error;Sr Compound Level;Sr Concentration;Sr Error 1s;Ta Compound;Ta Compound Error;Ta Compound Level;Ta Concentration;Ta Error 1s;Test Label;Th Compound;Th Compound Error;Th Compound Level;Th Concentration;Th Error 1s;Ti Compound;Ti Compound Error;Ti Compound Level;Ti Concentration;Ti Error 1s;Time;U Compound;U Compound Error;U Compound Level;U Concentration;U Error 1s;Unnamed: 0;Unnamed: 11;Unnamed: 12;Unnamed: 177;Unnamed: 197;User Factor Name;V Compound;V Compound Error;V Compound Level;V Concentration;V Error 1s;W Compound;W Compound Error;W Compound Level;W Concentration;W Error 1s;Y Compound;Y Compound Error;Y Compound Level;Y Concentration;Y Error 1s;Zn Compound;Zn Compound Error;Zn Compound Level;Zn Concentration;Zn Error 1s;Zr Compound;Zr Compound Error;Zr Compound Level;Zr Concentration;Zr Error 1s;info
1;ppm;;;;0.0;1.0;;;;10.0;1.0;;;;266.0;9.0;;;;9.0;2.0;;;;5142.0;24.0;;;;-2.0;1.0;;;;148.0;33.0;;;;75.0;8.0;No;;;;71.0;1.0;;;;22.0;1.0;05/06/2019;;;;18426.0;50.0;;;;2.0;1.0;801305;;;;17261.0;62.0;;;;45.0;17.0;;;Soil;;;;484.0;3.0;;;;2.0;2.0;;;;15.0;1.0;;;;-166.0;108.0;;;;25.0;2.0;;;;1501.0;247.0;;;;26.0;1.0;;;;-202.0;45.0;;;;75.0;1.0;3;;;;309.0;33.0;;;;1.0;3.0;;;;0.0;0.0;;;;2.0;2.0;;;;93.0;2.0;;;;22.0;6.0;3;;;;6.0;2.0;;;;3713.0;13.0;12:34:41;;;;5.0;2.0;0;;;;;;;;;57.0;1.0;;;;5.0;1.0;;;;30.0;1.0;;;;67.0;1.0;;;;612.0;6.0;AA_1
2;ppm;;;;-1.0;1.0;;;;10.0;1.0;;;;272.0;9.0;;;;7.0;2.0;;;;4980.0;24.0;;;;-1.0;1.0;;;;97.0;33.0;;;;86.0;9.0;No;;;;90.0;2.0;;;;19.0;1.0;05/06/2019;;;;25325.0;66.0;;;;2.0;1.0;801305;;;;18588.0;67.0;;;;29.0;17.0;;;Soil;;;;500.0;3.0;;;;1.0;2.0;;;;15.0;1.0;;;;-259.0;109.0;;;;33.0;2.0;;;;1437.0;263.0;;;;26.0;1.0;;;;-200.0;45.0;;;;82.0;1.0;4;;;;294.0;35.0;;;;2.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;91.0;2.0;;;;11.0;5.0;4;;;;7.0;2.0;;;;3804.0;14.0;12:38:34;;;;1.0;1.0;0;;;;;;;;;62.0;1.0;;;;3.0;1.0;;;;31.0;1.0;;;;70.0;1.0;;;;532.0;5.0;AA_2
3;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;246.0;9.0;;;;8.0;2.0;;;;4625.0;22.0;;;;1.0;1.0;;;;95.0;33.0;;;;54.0;7.0;No;;;;55.0;1.0;;;;18.0;1.0;05/06/2019;;;;14551.0;41.0;;;;1.0;1.0;801305;;;;15170.0;55.0;;;;31.0;18.0;;;Soil;;;;425.0;2.0;;;;0.0;2.0;;;;14.0;1.0;;;;-79.0;110.0;;;;18.0;2.0;;;;1730.0;231.0;;;;25.0;1.0;;;;-133.0;46.0;;;;71.0;1.0;5;;;;226.0;29.0;;;;4.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;103.0;2.0;;;;13.0;5.0;5;;;;4.0;2.0;;;;3226.0;12.0;12:42:52;;;;2.0;2.0;0;;;;;;;;;50.0;1.0;;;;2.0;1.0;;;;31.0;2.0;;;;63.0;1.0;;;;658.0;6.0;AA_3
4;ppm;;;;0.0;1.0;;;;6.0;1.0;;;;250.0;8.0;;;;8.0;2.0;;;;3542.0;18.0;;;;1.0;1.0;;;;130.0;32.0;;;;62.0;6.0;No;;;;68.0;1.0;;;;15.0;1.0;05/06/2019;;;;12772.0;37.0;;;;1.0;1.0;801305;;;;15269.0;54.0;;;;10.0;17.0;;;Soil;;;;437.0;2.0;;;;-2.0;2.0;;;;13.0;1.0;;;;-252.0;106.0;;;;17.0;2.0;;;;1594.0;214.0;;;;25.0;1.0;;;;-136.0;44.0;;;;71.0;1.0;6;;;;246.0;28.0;;;;5.0;3.0;;;;0.0;0.0;;;;6.0;2.0;;;;96.0;2.0;;;;10.0;5.0;6;;;;6.0;2.0;;;;3330.0;12.0;12:47:22;;;;6.0;2.0;0;;;;;;;;;49.0;1.0;;;;2.0;1.0;;;;31.0;1.0;;;;56.0;1.0;;;;627.0;6.0;AA_4
5;ppm;;;;1.0;1.0;;;;8.0;1.0;;;;241.0;9.0;;;;9.0;2.0;;;;4096.0;20.0;;;;-1.0;1.0;;;;109.0;33.0;;;;56.0;7.0;No;;;;66.0;1.0;;;;16.0;1.0;05/06/2019;;;;13203.0;39.0;;;;2.0;1.0;801305;;;;14392.0;53.0;;;;17.0;17.0;;;Soil;;;;408.0;2.0;;;;-4.0;2.0;;;;12.0;1.0;;;;-155.0;109.0;;;;15.0;2.0;;;;1482.0;222.0;;;;25.0;1.0;;;;-176.0;45.0;;;;68.0;1.0;7;;;;225.0;29.0;;;;2.0;3.0;;;;0.0;0.0;;;;-1.0;2.0;;;;99.0;2.0;;;;15.0;5.0;7;;;;7.0;2.0;;;;3240.0;12.0;12:52:27;;;;8.0;2.0;0;;;;;;;;;47.0;1.0;;;;3.0;1.0;;;;30.0;1.0;;;;61.0;1.0;;;;663.0;6.0;AA_5
6;ppm;;;;-1.0;1.0;;;;11.0;1.0;;;;267.0;9.0;;;;11.0;2.0;;;;5166.0;24.0;;;;-2.0;1.0;;;;115.0;33.0;;;;93.0;9.0;No;;;;83.0;1.0;;;;17.0;1.0;05/06/2019;;;;24432.0;63.0;;;;1.0;1.0;801305;;;;18057.0;64.0;;;;52.0;17.0;;;Soil;;;;521.0;3.0;;;;-1.0;2.0;;;;13.0;1.0;;;;-198.0;109.0;;;;31.0;2.0;;;;2085.0;267.0;;;;24.0;1.0;;;;-157.0;45.0;;;;82.0;1.0;8;;;;205.0;34.0;;;;3.0;3.0;;;;0.0;0.0;;;;7.0;2.0;;;;90.0;2.0;;;;11.0;5.0;8;;;;5.0;2.0;;;;3703.0;13.0;12:56:11;;;;5.0;2.0;0;;;;;;;;;61.0;1.0;;;;6.0;1.0;;;;30.0;1.0;;;;69.0;1.0;;;;540.0;5.0;AA_6
7;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;272.0;9.0;;;;11.0;2.0;;;;3369.0;18.0;;;;0.0;1.0;;;;88.0;33.0;;;;64.0;6.0;No;;;;56.0;1.0;;;;16.0;1.0;05/06/2019;;;;13129.0;38.0;;;;1.0;1.0;801305;;;;14851.0;53.0;;;;48.0;17.0;;;Soil;;;;432.0;2.0;;;;-2.0;2.0;;;;15.0;1.0;;;;-75.0;107.0;;;;16.0;2.0;;;;965.0;205.0;;;;26.0;1.0;;;;-159.0;44.0;;;;72.0;1.0;9;;;;192.0;28.0;;;;7.0;3.0;;;;0.0;0.0;;;;-1.0;2.0;;;;92.0;2.0;;;;16.0;5.0;9;;;;8.0;2.0;;;;3320.0;12.0;13:00:00;;;;5.0;2.0;0;;;;;;;;;47.0;1.0;;;;5.0;1.0;;;;31.0;1.0;;;;55.0;1.0;;;;600.0;6.0;AA_7
8;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;259.0;9.0;;;;11.0;2.0;;;;3771.0;19.0;;;;0.0;1.0;;;;96.0;33.0;;;;54.0;7.0;No;;;;64.0;1.0;;;;17.0;1.0;05/06/2019;;;;14845.0;42.0;;;;2.0;1.0;801305;;;;15147.0;55.0;;;;-8.0;17.0;;;Soil;;;;467.0;2.0;;;;-1.0;2.0;;;;12.0;1.0;;;;-291.0;109.0;;;;17.0;2.0;;;;1324.0;220.0;;;;21.0;1.0;;;;-209.0;45.0;;;;73.0;1.0;10;;;;169.0;29.0;;;;0.0;3.0;;;;0.0;0.0;;;;1.0;2.0;;;;102.0;2.0;;;;19.0;5.0;10;;;;9.0;2.0;;;;3252.0;12.0;13:04:06;;;;5.0;2.0;0;;;;;;;;;49.0;1.0;;;;3.0;1.0;;;;33.0;1.0;;;;56.0;1.0;;;;640.0;6.0;AA_8
9;ppm;;;;0.0;1.0;;;;11.0;1.0;;;;271.0;9.0;;;;9.0;2.0;;;;4874.0;23.0;;;;0.0;1.0;;;;145.0;33.0;;;;80.0;8.0;No;;;;82.0;1.0;;;;19.0;1.0;05/06/2019;;;;21520.0;57.0;;;;2.0;1.0;801305;;;;17213.0;61.0;;;;26.0;17.0;;;Soil;;;;480.0;3.0;;;;-2.0;2.0;;;;12.0;1.0;;;;-11.0;109.0;;;;27.0;2.0;;;;1340.0;247.0;;;;23.0;1.0;;;;-176.0;45.0;;;;81.0;1.0;11;;;;218.0;32.0;;;;0.0;3.0;;;;0.0;0.0;;;;8.0;2.0;;;;88.0;2.0;;;;21.0;6.0;11;;;;11.0;2.0;;;;3621.0;13.0;13:08:08;;;;2.0;1.0;0;;;;;;;;;60.0;1.0;;;;2.0;1.0;;;;32.0;2.0;;;;65.0;1.0;;;;578.0;6.0;AA_9
10;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;240.0;9.0;;;;8.0;2.0;;;;3887.0;19.0;;;;-1.0;1.0;;;;82.0;33.0;;;;53.0;7.0;No;;;;59.0;1.0;;;;18.0;1.0;05/06/2019;;;;13677.0;39.0;;;;2.0;1.0;801305;;;;14754.0;53.0;;;;12.0;17.0;;;Soil;;;;459.0;2.0;;;;1.0;2.0;;;;14.0;1.0;;;;-46.0;107.0;;;;15.0;2.0;;;;1919.0;224.0;;;;24.0;1.0;;;;-168.0;45.0;;;;71.0;1.0;12;;;;256.0;29.0;;;;2.0;3.0;;;;0.0;0.0;;;;1.0;2.0;;;;99.0;2.0;;;;5.0;5.0;12;;;;7.0;2.0;;;;3412.0;12.0;13:11:50;;;;0.0;1.0;0;;;;;;;;;48.0;1.0;;;;5.0;1.0;;;;33.0;2.0;;;;57.0;1.0;;;;658.0;6.0;AA_10
11;ppm;;;;-1.0;1.0;;;;9.0;1.0;;;;250.0;9.0;;;;7.0;2.0;;;;3212.0;18.0;;;;1.0;1.0;;;;77.0;33.0;;;;50.0;6.0;No;;;;56.0;1.0;;;;14.0;1.0;05/06/2019;;;;12917.0;38.0;;;;1.0;1.0;801305;;;;14123.0;52.0;;;;25.0;17.0;;;Soil;;;;443.0;2.0;;;;2.0;2.0;;;;15.0;1.0;;;;-306.0;108.0;;;;20.0;2.0;;;;1081.0;204.0;;;;23.0;1.0;;;;-260.0;45.0;;;;72.0;1.0;13;;;;158.0;27.0;;;;4.0;3.0;;;;0.0;0.0;;;;1.0;2.0;;;;95.0;2.0;;;;13.0;5.0;13;;;;8.0;2.0;;;;3311.0;12.0;13:15:37;;;;3.0;2.0;0;;;;;;;;;44.0;1.0;;;;5.0;1.0;;;;31.0;1.0;;;;56.0;1.0;;;;624.0;6.0;AA_11
12;ppm;;;;0.0;1.0;;;;10.0;1.0;;;;251.0;9.0;;;;9.0;2.0;;;;4629.0;22.0;;;;-1.0;1.0;;;;67.0;33.0;;;;89.0;8.0;No;;;;74.0;1.0;;;;19.0;1.0;05/06/2019;;;;20321.0;54.0;;;;1.0;1.0;801305;;;;17186.0;60.0;;;;30.0;17.0;;;Soil;;;;461.0;2.0;;;;-1.0;2.0;;;;13.0;1.0;;;;-274.0;108.0;;;;27.0;2.0;;;;1878.0;246.0;;;;23.0;1.0;;;;-197.0;45.0;;;;78.0;1.0;14;;;;308.0;32.0;;;;1.0;3.0;;;;0.0;0.0;;;;1.0;2.0;;;;95.0;2.0;;;;20.0;5.0;14;;;;9.0;2.0;;;;3339.0;12.0;13:19:18;;;;4.0;2.0;0;;;;;;;;;57.0;1.0;;;;3.0;1.0;;;;29.0;1.0;;;;66.0;1.0;;;;573.0;6.0;AA_12
13;ppm;;;;0.0;1.0;;;;9.0;1.0;;;;236.0;9.0;;;;11.0;2.0;;;;4562.0;22.0;;;;2.0;1.0;;;;84.0;33.0;;;;57.0;8.0;No;;;;79.0;1.0;;;;18.0;1.0;05/06/2019;;;;20226.0;54.0;;;;2.0;1.0;801305;;;;16396.0;59.0;;;;17.0;17.0;;;Soil;;;;441.0;2.0;;;;-2.0;2.0;;;;13.0;1.0;;;;-281.0;108.0;;;;26.0;2.0;;;;1144.0;237.0;;;;24.0;1.0;;;;-132.0;45.0;;;;78.0;1.0;15;;;;235.0;32.0;;;;6.0;3.0;;;;0.0;0.0;;;;4.0;2.0;;;;99.0;2.0;;;;13.0;5.0;15;;;;6.0;2.0;;;;3465.0;12.0;13:23:06;;;;6.0;2.0;0;;;;;;;;;54.0;1.0;;;;2.0;1.0;;;;32.0;1.0;;;;62.0;1.0;;;;593.0;6.0;AA_13
14;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;256.0;9.0;;;;8.0;2.0;;;;4053.0;20.0;;;;-2.0;1.0;;;;128.0;33.0;;;;55.0;6.0;No;;;;58.0;1.0;;;;17.0;1.0;05/06/2019;;;;12623.0;37.0;;;;0.0;1.0;801305;;;;14397.0;52.0;;;;23.0;17.0;;;Soil;;;;405.0;2.0;;;;-2.0;2.0;;;;14.0;1.0;;;;-129.0;108.0;;;;18.0;2.0;;;;2112.0;224.0;;;;25.0;1.0;;;;-201.0;45.0;;;;69.0;1.0;16;;;;258.0;28.0;;;;0.0;3.0;;;;0.0;0.0;;;;1.0;2.0;;;;91.0;2.0;;;;16.0;5.0;16;;;;9.0;2.0;;;;3205.0;11.0;13:27:01;;;;6.0;2.0;0;;;;;;;;;46.0;1.0;;;;2.0;1.0;;;;30.0;1.0;;;;56.0;1.0;;;;678.0;6.0;AA_14
15;ppm;;;;-1.0;1.0;;;;7.0;1.0;;;;250.0;8.0;;;;7.0;2.0;;;;3373.0;18.0;;;;1.0;1.0;;;;104.0;33.0;;;;56.0;6.0;No;;;;64.0;1.0;;;;15.0;1.0;05/06/2019;;;;11895.0;35.0;;;;1.0;1.0;801305;;;;13971.0;51.0;;;;50.0;17.0;;;Soil;;;;390.0;2.0;;;;-2.0;2.0;;;;15.0;1.0;;;;-246.0;107.0;;;;15.0;2.0;;;;1089.0;201.0;;;;23.0;1.0;;;;-246.0;45.0;;;;70.0;1.0;17;;;;206.0;27.0;;;;4.0;3.0;;;;0.0;0.0;;;;4.0;2.0;;;;102.0;2.0;;;;18.0;5.0;17;;;;8.0;2.0;;;;3159.0;11.0;13:30:39;;;;3.0;2.0;0;;;;;;;;;44.0;1.0;;;;3.0;1.0;;;;31.0;1.0;;;;55.0;1.0;;;;640.0;6.0;AA_15
16;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;254.0;9.0;;;;6.0;2.0;;;;3949.0;20.0;;;;-1.0;1.0;;;;77.0;33.0;;;;73.0;7.0;No;;;;69.0;1.0;;;;16.0;1.0;05/06/2019;;;;16076.0;44.0;;;;1.0;1.0;801305;;;;15530.0;55.0;;;;17.0;17.0;;;Soil;;;;403.0;2.0;;;;-3.0;2.0;;;;14.0;1.0;;;;-192.0;108.0;;;;24.0;2.0;;;;1652.0;225.0;;;;21.0;1.0;;;;-182.0;45.0;;;;74.0;1.0;18;;;;233.0;29.0;;;;3.0;3.0;;;;0.0;0.0;;;;4.0;2.0;;;;97.0;2.0;;;;10.0;5.0;18;;;;11.0;2.0;;;;3342.0;12.0;13:34:35;;;;1.0;1.0;0;;;;;;;;;47.0;1.0;;;;5.0;1.0;;;;33.0;1.0;;;;52.0;1.0;;;;632.0;6.0;AA_16
17;ppm;;;;2.0;1.0;;;;12.0;1.0;;;;267.0;9.0;;;;10.0;2.0;;;;5122.0;24.0;;;;0.0;1.0;;;;185.0;33.0;;;;56.0;9.0;No;;;;75.0;1.0;;;;17.0;1.0;05/06/2019;;;;22346.0;59.0;;;;1.0;1.0;801305;;;;17166.0;61.0;;;;44.0;17.0;;;Soil;;;;494.0;3.0;;;;1.0;2.0;;;;13.0;1.0;;;;-85.0;110.0;;;;28.0;2.0;;;;1681.0;254.0;;;;23.0;1.0;;;;-115.0;45.0;;;;77.0;1.0;19;;;;235.0;33.0;;;;-4.0;3.0;;;;0.0;0.0;;;;4.0;2.0;;;;84.0;2.0;;;;24.0;6.0;19;;;;4.0;2.0;;;;3399.0;12.0;13:39:47;;;;3.0;2.0;0;;;;;;;;;57.0;1.0;;;;5.0;1.0;;;;28.0;1.0;;;;64.0;1.0;;;;549.0;5.0;AA_17
18;ppm;;;;0.0;1.0;;;;8.0;1.0;;;;241.0;9.0;;;;7.0;2.0;;;;3966.0;20.0;;;;-2.0;1.0;;;;130.0;34.0;;;;59.0;7.0;No;;;;55.0;1.0;;;;15.0;1.0;05/06/2019;;;;12999.0;39.0;;;;2.0;1.0;801305;;;;13482.0;51.0;;;;28.0;18.0;;;Soil;;;;363.0;2.0;;;;1.0;2.0;;;;14.0;1.0;;;;-258.0;112.0;;;;16.0;2.0;;;;1560.0;219.0;;;;24.0;1.0;;;;-228.0;46.0;;;;68.0;1.0;20;;;;227.0;28.0;;;;5.0;3.0;;;;0.0;0.0;;;;2.0;3.0;;;;97.0;2.0;;;;16.0;6.0;20;;;;9.0;2.0;;;;3106.0;11.0;13:43:26;;;;4.0;2.0;0;;;;;;;;;41.0;1.0;;;;1.0;1.0;;;;31.0;2.0;;;;58.0;1.0;;;;698.0;7.0;AA_18
19;ppm;;;;-2.0;1.0;;;;7.0;1.0;;;;252.0;9.0;;;;8.0;2.0;;;;3365.0;18.0;;;;0.0;1.0;;;;84.0;33.0;;;;36.0;6.0;No;;;;62.0;1.0;;;;16.0;1.0;05/06/2019;;;;12528.0;37.0;;;;2.0;1.0;801305;;;;14292.0;52.0;;;;28.0;17.0;;;Soil;;;;407.0;2.0;;;;0.0;2.0;;;;13.0;1.0;;;;-75.0;108.0;;;;16.0;2.0;;;;995.0;201.0;;;;26.0;1.0;;;;-185.0;45.0;;;;69.0;1.0;21;;;;232.0;28.0;;;;5.0;3.0;;;;0.0;0.0;;;;9.0;2.0;;;;93.0;2.0;;;;16.0;5.0;21;;;;7.0;2.0;;;;3137.0;11.0;13:47:19;;;;3.0;2.0;0;;;;;;;;;44.0;1.0;;;;2.0;1.0;;;;28.0;1.0;;;;54.0;1.0;;;;637.0;6.0;AA_19
20;ppm;;;;0.0;1.0;;;;10.0;1.0;;;;253.0;9.0;;;;6.0;2.0;;;;4706.0;22.0;;;;1.0;1.0;;;;136.0;33.0;;;;66.0;8.0;No;;;;78.0;1.0;;;;21.0;1.0;05/06/2019;;;;20643.0;55.0;;;;1.0;1.0;801305;;;;16049.0;58.0;;;;8.0;17.0;;;Soil;;;;459.0;2.0;;;;-3.0;2.0;;;;14.0;1.0;;;;-253.0;108.0;;;;28.0;2.0;;;;1915.0;248.0;;;;27.0;1.0;;;;-255.0;44.0;;;;77.0;1.0;22;;;;333.0;33.0;;;;-1.0;3.0;;;;0.0;0.0;;;;3.0;2.0;;;;98.0;2.0;;;;20.0;6.0;22;;;;10.0;2.0;;;;3347.0;12.0;13:51:08;;;;3.0;2.0;0;;;;;;;;;53.0;1.0;;;;5.0;1.0;;;;30.0;1.0;;;;65.0;1.0;;;;565.0;6.0;AA_20
21;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;251.0;9.0;;;;8.0;2.0;;;;4334.0;21.0;;;;0.0;1.0;;;;144.0;33.0;;;;67.0;8.0;No;;;;72.0;1.0;;;;19.0;1.0;05/06/2019;;;;17599.0;48.0;;;;1.0;1.0;801305;;;;15459.0;56.0;;;;14.0;17.0;;;Soil;;;;378.0;2.0;;;;-1.0;2.0;;;;14.0;1.0;;;;40.0;108.0;;;;24.0;2.0;;;;1761.0;234.0;;;;24.0;1.0;;;;-128.0;45.0;;;;74.0;1.0;23;;;;243.0;30.0;;;;3.0;3.0;;;;0.0;0.0;;;;4.0;2.0;;;;94.0;2.0;;;;23.0;6.0;23;;;;10.0;2.0;;;;3258.0;12.0;13:54:48;;;;2.0;1.0;0;;;;;;;;;49.0;1.0;;;;3.0;1.0;;;;30.0;1.0;;;;62.0;1.0;;;;645.0;6.0;AA_21
22;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;283.0;9.0;;;;6.0;2.0;;;;4175.0;20.0;;;;0.0;1.0;;;;101.0;33.0;;;;49.0;6.0;No;;;;62.0;1.0;;;;17.0;1.0;05/06/2019;;;;12782.0;37.0;;;;1.0;1.0;801305;;;;14508.0;52.0;;;;27.0;17.0;;;Soil;;;;463.0;2.0;;;;-1.0;2.0;;;;15.0;1.0;;;;-98.0;109.0;;;;15.0;2.0;;;;1710.0;219.0;;;;25.0;1.0;;;;-207.0;45.0;;;;70.0;1.0;24;;;;205.0;28.0;;;;4.0;3.0;;;;0.0;0.0;;;;6.0;2.0;;;;92.0;2.0;;;;21.0;5.0;24;;;;7.0;2.0;;;;3222.0;11.0;13:58:33;;;;5.0;2.0;0;;;;;;;;;46.0;1.0;;;;3.0;1.0;;;;29.0;1.0;;;;60.0;1.0;;;;654.0;6.0;AA_22
23;ppm;;;;1.0;1.0;;;;9.0;1.0;;;;258.0;9.0;;;;6.0;2.0;;;;3592.0;18.0;;;;2.0;1.0;;;;70.0;33.0;;;;62.0;7.0;No;;;;67.0;1.0;;;;17.0;1.0;05/06/2019;;;;13663.0;39.0;;;;2.0;1.0;801305;;;;14330.0;52.0;;;;18.0;17.0;;;Soil;;;;474.0;2.0;;;;-2.0;2.0;;;;14.0;1.0;;;;-194.0;109.0;;;;19.0;2.0;;;;1138.0;207.0;;;;26.0;1.0;;;;-125.0;45.0;;;;70.0;1.0;25;;;;227.0;28.0;;;;0.0;3.0;;;;0.0;0.0;;;;5.0;2.0;;;;97.0;2.0;;;;13.0;5.0;25;;;;8.0;2.0;;;;3238.0;11.0;14:02:15;;;;3.0;2.0;0;;;;;;;;;47.0;1.0;;;;2.0;1.0;;;;31.0;1.0;;;;60.0;1.0;;;;662.0;6.0;AA_23
24;ppm;;;;2.0;1.0;;;;9.0;1.0;;;;278.0;9.0;;;;8.0;2.0;;;;4287.0;21.0;;;;0.0;1.0;;;;66.0;33.0;;;;79.0;8.0;No;;;;72.0;1.0;;;;18.0;1.0;05/06/2019;;;;21360.0;57.0;;;;1.0;1.0;801305;;;;16626.0;60.0;;;;41.0;17.0;;;Soil;;;;463.0;2.0;;;;2.0;2.0;;;;14.0;1.0;;;;-324.0;109.0;;;;27.0;2.0;;;;1427.0;242.0;;;;24.0;1.0;;;;-116.0;45.0;;;;77.0;1.0;26;;;;246.0;32.0;;;;-2.0;3.0;;;;0.0;0.0;;;;2.0;2.0;;;;89.0;2.0;;;;16.0;5.0;26;;;;7.0;2.0;;;;3535.0;13.0;14:05:55;;;;3.0;2.0;0;;;;;;;;;55.0;1.0;;;;3.0;1.0;;;;30.0;1.0;;;;63.0;1.0;;;;565.0;6.0;AA_24
25;ppm;;;;-1.0;1.0;;;;8.0;1.0;;;;265.0;9.0;;;;7.0;2.0;;;;4302.0;20.0;;;;0.0;1.0;;;;106.0;33.0;;;;56.0;7.0;No;;;;68.0;1.0;;;;15.0;1.0;05/06/2019;;;;14986.0;42.0;;;;1.0;1.0;801305;;;;14723.0;53.0;;;;29.0;17.0;;;Soil;;;;409.0;2.0;;;;-4.0;2.0;;;;12.0;1.0;;;;-426.0;109.0;;;;20.0;2.0;;;;1506.0;222.0;;;;25.0;1.0;;;;-233.0;45.0;;;;72.0;1.0;27;;;;295.0;30.0;;;;2.0;3.0;;;;0.0;0.0;;;;8.0;2.0;;;;89.0;2.0;;;;20.0;6.0;27;;;;7.0;2.0;;;;3189.0;11.0;14:09:35;;;;7.0;2.0;0;;;;;;;;;48.0;1.0;;;;5.0;1.0;;;;34.0;2.0;;;;61.0;1.0;;;;657.0;6.0;AA_25
26;ppm;;;;0.0;1.0;;;;7.0;1.0;;;;260.0;8.0;;;;8.0;2.0;;;;3783.0;19.0;;;;0.0;1.0;;;;60.0;32.0;;;;31.0;6.0;No;;;;57.0;1.0;;;;15.0;1.0;05/06/2019;;;;12398.0;36.0;;;;3.0;1.0;801305;;;;14210.0;51.0;;;;18.0;17.0;;;Soil;;;;416.0;2.0;;;;-2.0;2.0;;;;14.0;1.0;;;;53.0;108.0;;;;18.0;2.0;;;;1972.0;216.0;;;;26.0;1.0;;;;-238.0;44.0;;;;68.0;1.0;28;;;;188.0;27.0;;;;5.0;3.0;;;;0.0;0.0;;;;2.0;2.0;;;;95.0;2.0;;;;20.0;5.0;28;;;;8.0;2.0;;;;3140.0;11.0;14:13:16;;;;4.0;2.0;0;;;;;;;;;44.0;1.0;;;;4.0;1.0;;;;32.0;1.0;;;;57.0;1.0;;;;653.0;6.0;AA_26
